company_name,Ratings,Rieview,Salaries,Interviews,Jobs,Company_Type,Company_location,Company_years,Company_emp,Company_Details,Discription
Essar Projects I...,4.0,268,991,2,,Public,Mumbai + 35 more,54 years old,5k-10k Employees (India),"Food Processing,Public,Bhopal","Essar Global Fund Limited (“EGFL”) is a global investor, controlling a number of world-class assets diversified across the core sectors of Energy (comprising Exploration & Production, Refining & Marketing and Power businesses), Infrastructure (comprising Ports and EPC businesses), Metals & Minerals, Services (comprising Shipping, and Oilfield services), and Technology (comprising Technology Solutions, Mobile Wallet, Device protection and Customer experience ). EGFL invests long-term capital into the portfolio companies and holds near 100% stake in all its investments. EGFL invests with a sense of active ownership, which involves direct engagement with the management of the respective businesses. The portfolio companies have aggregate revenues of about USD 14 billion and employ over 7,000 people."
Kiya.ai,3.3,268,3.5k,21,94,,"Mumbai,Maharashtra + 7 more",28 years old,201-500 Employees (India),"Food Processing,Public,Bhopal",
Indian Bank,3.5,267,1.5k,12,,Private,Chennai + 61 more,116 years old,10k-50k Employees (India),"Food Processing,Public,Bhopal","Established on 15th August 1907, as part of the Swadeshi movement, Indian Bank has come a long way and today, stands as one of India’s premier public sector banks. Headquartered at Chennai, we are a strong and diverse 20,000 workforce, always committed to bring the best of conventional and contemporary banking to you. With a vast national footprint and robust international connections via correspondent banks in 72 countries besides branch presence in Singapore and Sri Lanka, we serve customers across the spectrum of retail, agricultural, corporate, institutional and SME domain. We have diversified banking activities with 2 subsidiary companies - Indbank Merchant Banking Services Ltd and IndBank Housing Ltd.
 
Deposits, Loans, Cards, Wallets, Apps, Insurance, Mutual Funds, Forex, Remittance and Wealth Management Services make up our product portfolio. We also take pride in consistently engaging with the various social and empowering pillars of the society through our Corporate Social Responsibility initiatives."
V-Xpress,4.3,267,1.1k,10,,Private,"Chembur,Maharashtra + 52 more",21 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","V-Xpress is India’s premier, dependable expert logistic service provider for many industries. Grow your business for our nationwide network, On Time delivery commitments, 0% pilferage and shortage, and real-time tracking facilities."
Time Technoplast,3.6,267,2.1k,7,8,Public,"Mumbai,Maharashtra + 28 more",31 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Time Technoplast Ltd. (TimeTech) is a Multinational conglomerate and one of the leading manufacturers of diversified range of polymer based products. Since its inception in 1992, the company has set itself apart from its competition by focusing on research and development, futuristic product design and superior customer service. Company Highlights:Global Presence: Thailand, Indonesia, Malaysia, Taiwan, Vietnam, Egypt, Bahrain, Saudi Arabia, UAE, India & USAProduction Facilities: 20 India & 13 InternationalStock Listing: National Stock Exchange & Bombay Stock Exchange, India"
XL Health,4.3,267,1.4k,12,,Private,"Bangalore/Bengaluru,Karnataka + 2 more",26 years old,11-50 Employees (India),"Food Processing,Public,Bhopal",XLHealth is dedicated to offering healthcare programs and services that help improve the quality of care for Medicare beneficiaries with chronic illnesses.
Accion Labs,3.7,267,3.8k,24,192,Private,"Bridgeville,Pennsylvania + 10 more",12 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Accion Labs is a global technology services firm with specialized focus on servicing enterprise and technology firms in the emerging  technologies such as Web 2.0, SAAS, Cloud, eBusiness, Mobile, social media, open-source and BI/DW.

Accion Labs offers a range of engagement models such as - professional staffing (contract, contract-to-perm, direct perm), turn-key/T&M/collaborative projects and offshore-leveraged projects/extended team models. 

Whichever be the engagement model, we follow a tool-centric, outcome-focused and action-oriented engagement approach."
TotalEnergies,4.0,267,1.3k,15,,Private,Paris + 47 more,99 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Total is the world&rsquo;s fourth-largest oil and gas company and second-largest solar energy operator with SunPower. With operations in more than 130 countries, we have more than 100,000 employees who are fully committed to better energy. Learn about Total's businesses in just a few minutes with this vibrant, explanatory video built around our baseline &ldquo;Committed to Better Energy&rdquo;. Created in 1924 to enable France to play a key role in the great oil and gas adventure, Total Group has always been driven by an authentic pioneering spirit. It has discovered some of the most productive fields in the world. Its refineries have created increasingly sophisticated products and its extensive distribution network has rolled out an ever-expanding range of services. As for the Group&rsquo;s culture, it has been forged on the ground, underpinned by an unwavering commitment to safety and performance. Throughout its long history, Total was to frequently cross paths with two other oil companies, one French &ndash; Elf Aquitaine &ndash; and the other Belgian &ndash; Petroﬁna. Sometimes competitors, some-times partners, they gradually learned to work together. Their talent lay in being able to combine their strengths against their competitors. Such was the major challenge behind the mergers of 1999. They gave rise to the fourth oil major, a group built on a wealth of expertise and experience."
Eisai Pharmaceut...,4.2,267,1.2k,8,5,Public,"Tokyo,Tokyo-to + 14 more",19 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","A Leading Global Research and Development-Based Pharmaceutical Company Headquartered in Japan. Established in 1941, Eisai is a pharmaceutical company operating globally in terms of R&D, manufacturing, distribution, and marketing, with a strong focus on prescription medicines.

We give first thought to patients and their families, and to increasing the benefits health care provides.

Eisai's corporate philosophy reflects our commitment to business activities aiming to increase the benefits to patients, their families, and consumers, who we clearly recognize as the key players in healthcare. This corporate philosophy is summarized by the term “human health care”."
Top Office Pros ...,4.9,267,75,2,,,Pune + 4 more,,11-50 Employees (India),"Food Processing,Public,Bhopal","Top Office Pros Business Services is a boutique multinational firm with expertise in freight transportation, e-commerce, direct sales, and product sourcing. We are one of the fastest growing international supply chain solutions providers and are rapidly growing our range of services, as well as the network offices in order to serve our customers better. Currently, we are present in the USA, India, the UAE, Hong Kong, Cote de ivory, China, Chile, Kyrgyzstan, Russia, and the Philippines. 

Our strength is our customers and we attribute our success to them. Hence, customer satisfaction is the most important goal for our business. Our mission is to create the best user experience via innovation, customization, smart technologies, and real-time information delivery. 

Our experienced team comprises of full-time specialists to help our esteemed customers with all their queries. We act in compliance with relevant laws in our countries of operation and provide personal attention to every client. With the help of customer-focused solutions, in-depth market knowledge, and vast industry experience we strive to become the preferred solutions providers in
our areas of expertise."
Varroc Engineeri...,3.8,267,1.3k,17,11,,Aurangabad + 13 more,33 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Varroc is a global tier-1 automotive component group. We commenced operations in India with our Polymer business in 1990. We design, manufacture and supply exterior lighting systems, plastic and polymer components, electrical-electronics components, and precision metallic components to passenger car, commercial vehicle, two-wheeler, three-wheeler, and off-highway vehicle (“OHV”) OEMs directly worldwide.

We are the second largest Indian auto component group (by consolidated revenue for FY 2017) and a leading tier-1 manufacturer and supplier to Indian two-wheeler and three-wheeler OEMs (by consolidated revenue for FY 2017). We are the sixth-largest global exterior automotive lighting manufacturer and one of the top three independent exterior lighting players (by market share in 2016). In FY20, we clocked in revenue in excess of Rs 112 billion. Between FY 2016 and FY 2020, we had a compound annual growth rate (‘CAGR’) of 10% in our revenue.

With over 3 decades of relentless commitment to excellence and value-focused performance, Varroc offers the best design solutions that provide its customers with a competitive edge in their markets. This has helped Varroc place itself as the most preferred partner with all leading OEMs in the automotive segment across the world."
Continental Engi...,4.0,266,1.5k,4,1,Private,New Delhi + 24 more,40 years old,10k-50k Employees (India),"Food Processing,Public,Bhopal","Since 1983, Continental Engines Automotive Components Division is involved in designing, manufacturing and distribution of a wide range of high quality intricate aluminum cast automotive components. The division supplies its products to major OEM's across the globe.
With a strong distribution network and unparalleled product excellence, the division has emerged as a preferred name in the auto components export market. The head office of the division is located at Gurgaon, NCR and it has setup its marketing offices across Europe and Middle East.
The manufacturing plant of the division is strategically located at Bhiwadi, Alwar (Rajasthan). The TS 16949 and ISO 14001& OHSAS certified facility is equipped with advanced machinery and equipment. The division follows best practices including Total Productive Maintenance (TPM), Total Quality Management (TQM) and Lean Manufacturing."
Harjai Computers,4.2,266,1.2k,16,30,Private,"Mumbai,Maharashtra + 8 more",28 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Our name sums us up best. Etymologically, Harjai means Omnipresence. We at Harjai, aim at providing high quality work in our area of expertise, everywhere and every time. Incorporated in 1995, Harjai Group has grown into providing Software Solutions, IT Staffing, Recruitment, US Recruitment, Outsourcing and International Education Counseling services. We believe that services is all about people. No wonder then, that we place a high degree of importance on relationships. This is reflected in the way we respond to our customers and interact with our employees."
Symbiotec Pharma...,3.7,266,1.6k,15,,Private,"Indore,Madhya Pradesh + 5 more",29 years old,51-200 Employees (India),"Food Processing,Public,Bhopal","A Steroid-Hormone APIs Manufacturer in India, we offer the unique proposition of providing Steroid-Hormone API Solutions with regulatory support matching ‘Western Standards’ with ‘Asian Cost Advantage’.Symbiotec has two manufacturing facilities in Indore, Central India, which have been built over the last decade to conform to cGMP regulations and compete with the best in the world in terms of infrastructure and technological capabilities."
Sakthi Auto Comp...,3.1,266,1.3k,5,,Public,"Coimbatore,Tamil Nadu + 9 more",40 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Sakthi Auto Component Limited is one among the MULTI FACETED Sakthi Group situated at Mukasi Pallagoundenpalayam, Erode District, Tamilnadu State, India, established in the year 1983. Presently the Sakthi Auto has a capacity to produce 24000 Tonnes / annum of S.G.IRON Castings, on a 100 Acre Land with all amenities for Workmen and Officers like Housing, Transport etc. Sakthi Auto is one of the major producers of S.G.Iron Castings, meeting the needs of most of the Automotive and other general Engineering Industries"
EXEDY,3.8,266,1.7k,12,,Private,Keysborough + 14 more,46 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","EXEDY India Ltd. is a leader in the field of automotive clutches. At EXEDY India Ltd the main driving force is the customer, nothing is more important than finding out their needs and satisfying them with perfect solutions. Of-co urse, with time, needs change, demands alter. As the field grows more competitive, the challenges grow as well but at EXEDY India Ltd, we have taken them in our stride. Excellent technology and precision engineering from Exedy Corporation Japan, has enabled EXEDY India Ltd to attain a position of strength and leadership in quality."
Escon Elevators,3.6,266,1k,6,8,Private,"Navi Mumbai,Maharashtra + 11 more",33 years old,51-200 Employees (India),"Food Processing,Public,Bhopal","We are a Private Limited Company having a blend of professionals and technocrats. We have done extensive market studies in the ELEVATOR business and have invaluable insight into the strengths and weakness of the ELEVATORS of different makes offered by both indigenous and multinational companies. In a vibrant industry where technology obsolescence is at breath taking speed and the customer's expectations and requirements demands drastic changes periodically, we believe in continuous learning, up-gradation, innovation & passion for perfection. The continuous feed back from different end users has added to our insight in the chosen field . We have installed a large number of lifts at various Government & Private Organizations. We have a strong team of technical personnel including Electrical, Mechanical and Electronic Engineers."
Tribhovandas Bhi...,4.2,266,1.1k,4,6,Public,"Mumbai,Maharashtra + 33 more",159 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Established in 1864 (153 years ago) by Tribhovandas Bhimji Zaveri in Zaveri Bazaar, the jewellery district of Mumbai, it was subsequently headed by his son, Gopaldas Tribhovandas Zaveri, and now Shrikant Zaveri, is the present chairman and managing director of the group."
Kutchina,3.9,266,1.2k,6,1,Private,"Kolkata,West Bengal + 50 more",20 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","Established in 2003, Kutchina is the leading kitchen appliances brand in India. As India’s complete kitchen solution brand, we are doing more than the kitchen, we believe we are shaping and transforming ideas for living across a million homes, This belief forms our core , our purpose and defined everything we do- from foraying into newer products and segments to introducing newer, more efficient technologies for ever a decade

A pioneer in kitchen chimneys brand & the first to have introduced auto clean technology, Now it has been developed to I-Auto clean chimneys– A chimney equipped with an intelligent system that not only understand the user cooking style but also time constraints . The I-auto clean chimneys therefore sets self cleaning schedule as per cooking frequency and cleans itself s without even the touch of button.

The company has stormed the Indian kitchen industry with this world class technology, It is this eye on the future that helped us to pioneer India’s first Auto clean chimney and it continues to inspire us to innovate every day.

Currently, Kutchina boasts about its customer base with 300 + distributors & 4000+ dealers – spread all over the country. We are also associated with top brands like PS Group , Mani Group and Govt institution which holds substantial value in the market."
India Glycols,4.0,266,1.7k,11,1,Public,"Noida,Uttar Pradesh + 11 more",40 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","India Glycols is a leading company that manufactures green technology based bulk, specialty and performance chemicals and natural gums, spirits, industrial gases, sugar and nutraceuticals.

The company was established as a single mono-ethylene glycol plant in 1983. Since then, IGL has brought together cutting-edge technology, innovation and an unflagging commitment to quality, to manufacture a wide range of products that have found global demand.

IGL’s state-of-the-art, integrated facilities manufacture chemicals including glycols, ethoxylates, glycol ethers and acetates, and various performance chemicals. Its product range spans the chemicals, spirits, herbal and other phytochemical extracts and guar gum, industrial gases and realty sectors, and finds application across an increasing number of industries.

These products are manufactured in compliance with stringent global standards of plant operations, quality and safety. The company’s facilities have been approved and certified by international agencies including Det Norske Veritas (DNV). The operations at all plants are closely monitored through distributed control systems (DCS), which facilitate a high degree of control over the quality of products."
People Tech Grou...,3.3,266,2.9k,22,65,Private,Redmond + 8 more,17 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","People Tech Group was founded in 2006 in The Greater Seattle Area, and has gradually evolved into a pioneer in the Enterprise Applications and IT Services space. People Tech draws its expertise from strategic partnerships with technology leaders like Microsoft, Oracle, Peoplesoft, SAP, ServiceNow, Amazon, Cisco. Such expertise combined with increasingly enriching skillset of its workforce makes People Tech the tech giant it is. To deliver uncompromising quality of services and offerings, People Tech has established dedicated Centres of Excellence for each of its service areas, ranging from Cloud Applications to Mobile Solutions and Business Intelligence, to name a few. All these efforts came together in defining People Tech Group as a technology corporate that delivers outstanding solutions to its customers by leveraging its People and Technology. With its workforce exceeding 1200 people and a commendable global footprint of 11 GDCs across 3 continents, People Tech Group has expanded its service offerings across all major & emerging technology areas, ranging namely from Application Development, Cloud Services, ERP Technologies to DW/BI Services, DevOps, IoT and Digital Transformation etc."
Elecon Engineeri...,4.1,266,1.4k,10,1,Public,Gujrat + 19 more,72 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Elecon Engineering Company Ltd.  was established in the year 1951 as The Pioneers in the manufacturing of Industrial Geared motors and Reducers, Material Handling Equipment, Mining equipment, casting processes etc. Elecon is one of the largest manufacturers of Material Handling Equipments and Industrial Gears in Asia. 

Elecon's recent acquisition of Benzlers- Radicon Group belonging to the David Brown Gear Systems adds to the expertise in the manufacturing of custom made Gearboxes for Steel Mills, High Speed Turbines, Satellites for ISRO and also for the Naval Aircraft carries and many growth sector industries successfully."
Sri Krishna Phar...,3.9,265,1.6k,5,,Private,"Hyderabad/Secunderabad,Telangana + 6 more",49 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","Sri Krishna Pharmaceuticals Ltd (SKPL), established in 1974, started life as a pioneer in the bulk manufacture of acetaminophen (Paracetamol) for the domestic Indian market. Today, the company is a vertically integrated bulk manufacturer of multiple first-line-of-defence APIs, PFIs and finished dosage drugs. Paracetamol is still very important to the company and the company remains one of the largest manufacturers in the world. The role of Indian bulk drug manufacturers in the global pharma supply chain has evolved greatly, with SKPL increasing its presence in the synthesis of bulk APIs, direct compression, intermediate and finished dosage products."
Innominds Softwa...,3.2,265,3.7k,26,105,Private,"Hyderabad/Secunderabad,Telangana + 5 more",25 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Innominds is a trusted innovation acceleration partner focused on designing, developing and delivering technology solutions for specialized practices in Big Data & Analytics, Connected Devices, and Security, helping enterprises with their digital transformation initiatives. We built these practices on top of our foundational services of innovation, like UX/UI, application development and testing."
Ranbaxy,4.2,265,602,5,,Public,GURGAON + 48 more,62 years old,10k-50k Employees (India),"Food Processing,Public,Bhopal","Ranbaxy Laboratories Limited, India's largest pharmaceutical company, is an integrated, research based, international pharmaceutical company, producing a wide range of quality, affordable generic medicines, trusted by healthcare professionals and patients across geographies. Ranked 8th amongst the global generic pharmaceutical companies, Ranbaxy today has a presence in 23 of the top 25 pharmaceutical markets of the world. The Company has a global footprint in 49 countries, world-class manufacturing facilities in 11 countries and serves customers in over 
125 countries.

In June 2008, Ranbaxy entered into an alliance with one of the largest Japanese innovator companies, Daiichi Sankyo Company Ltd., to create an innovator and generic pharmaceutical powerhouse. The combined entity now ranks among the top 15 pharmaceutical companies, globally. The transformational deal will place Ranbaxy in a higher growth trajectory and it will emerge stronger in terms of its global reach and in its capabilities in drug development and manufacturing."
Hewlett Packard ...,4.1,265,1.4k,1,1,,Bengaluru/Bangalore + 5 more,,,"Food Processing,Public,Bhopal",
Harman Finochem,3.5,265,2.1k,13,24,Private,"Mumbai,Maharashtra + 8 more",40 years old,501-1k Employees (India),"Food Processing,Public,Bhopal",Harman Finochem Limited is a leading India-based Pharmaceutical Company that specializes in the manufacture and export of more than 45+ Active Pharmaceutical Ingredients (APIs) of which 10+ are Essential Drugs as per the WHO Model List.<br />We deliver top-quality products to more than 75+ countries across the globe.
JSW Paints,4.0,265,1.6k,37,3,,Mumbai + 59 more,7 years old,51-200 Employees (India),"Food Processing,Public,Bhopal","At JSW Paints, we believe in true beauty not just in looking good, but also in thinking and doing good. That is why we venture beyond the superficial to explore the beauty and potential in everything around us. To get inspired to make our world, our home our community even more beautiful.

Our growing pan-India presence, fully automated manufacturing facilities, and consistent focus on innovation helps us cater to the changing and growing aspirations of our country, with precision and efficiency.

Every Indian athlete of any sporting discipline who has represented India at the Olympic games since 1947 will be offered free painting of their homes by JSW Paints. We are offering the Indian Olympic Athletes its entire portfolio of 1808 water-based colors under this initiative.

We have kept the pledge mechanism hassle-free. In order to avail of this offer, an eligible athlete must call the JSW Paints customer care number 1800-121-5797. A JSW Paints Buddy will then get in touch with them to fulfill this unique promise."
IIFL Home Financ...,3.9,265,1.3k,12,6,,Gurgaon/Gurugram + 96 more,,,"Food Processing,Public,Bhopal",
Yusen Logistics,4.1,264,1.4k,6,5,Private,Tokyo + 29 more,68 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Yusen Logistics is leading global logistics provider with more than 60 years of expertise in freight forwarding and transportation. With over 24,000 employees and more than 500 offices, we service Asia, Australia, Europe, South America, and North America.Along with our global and domestic network, we are committed to delivering high-performance supply chain and transportation solutions leading to value-added results. Specializing in all parts of the supply chain, Yusen Logistics offers thought leadership in industries such as retail, automotive, aerospace, hi-tech/electronics, healthcare/pharma, food, and more."
HyperCITY,4.5,264,574,4,,Private,"Mumbai,Maharashtra + 19 more",19 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","""HyperCITY Retail (India) Ltd. is part of the Future Group, a leader in the Indian retail sector. HyperCITY is a hypermarket in the true sense and offers its customers a dominating assortment of quality products at great value in a large, modern and exciting format. It also offers other value added services like consumer finance, ATM facility, telecom services, pharmacy, Bakery and Restaurants etc under one roof to make the shopping experience more rich, convenient and complete. HyperCITY launched its first store in Malad, Mumbai, which is spread over 1,20,000 sq ft. HyperCITY offers over 44,000 Products sourced from both local &amp; global markets to choose from &amp; boasts of quality, distinctive, dominant assortment at great value. HyperCITY promises convenience of everything under one roof &amp; International shopping ambience that rivals the best in the world."
Hamdard,4.0,264,1.1k,9,,NGO/NPO,"Delhi/NCR,Delhi + 47 more",117 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Hamdard' is a compound word derived from Persian, which combines the words 'hum' (used in the sense of 'companion') and 'dard' (meaning 'pain'). 'Hamdard' thus means 'a companion in pain' and 'sympathizer in suffering'.In 1906, in undivided India's capital, Delhi, a devoted, determined, yet unworldly man, Hakeem Hafiz Abdul Majeed, laid the foundation of Hamdard Dawakhana. What started as a small Unani clinic in one of the by lanes of the historic old Delhi, Hamdard has become synonymous with integrity and high quality in the field of relatively inexpensive Unani medicines."
Indian Space Res...,4.4,264,1.3k,23,,Public,"Bangalore/Bengaluru,Karnataka + 18 more",54 years old,10k-50k Employees (India),"Food Processing,Public,Bhopal","India decided to go to space when Indian National Committee for Space Research (INCOSPAR) was set up by the Government of India in 1962. With the visionary Dr Vikram Sarabhai at its helm, INCOSPAR set up the Thumba Equatorial Rocket Launching Station (TERLS) in Thiruvananthapuram for upper atmospheric research.Indian Space Research Organisation, formed in 1969, superseded the erstwhile INCOSPAR. Vikram Sarabhai, having identified the role and importance of space technology in a Nation's development, provided ISRO the necessary direction to function as an agent of development. ISRO then embarked on its mission to provide the Nation space based services and to develop the technologies to achieve the same independently."
Oda Class,3.9,264,355,15,2,,"Bengaluru/Bangalore,Karnataka + 5 more",6 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal",
Allianz Partners,3.9,263,1.8k,16,,,Saint-Ouen + 11 more,9 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Allianz has a rich, international history of serving partners and customers that spans more than a century. In the U.S., Allianz Partners and Allianz Global Assistance, our consumer-facing specialty insurance and assistance services group, have been serving the marketplace for more than 25 years, and we employ more than 1,000 people.

In 2014, Allianz formed Allianz Worldwide Partners, uniting three companies — Allianz Global Assistance (the world leader in travel insurance, assistance, and personal services), Allianz Worldwide Care (specialist expertise in international health, life, and disability), and Allianz Global Automotive (the leading strategic partner of car manufacturers).

As Allianz Worldwide Partners, these companies use their combined strengths and expertise to be the market leader in delivering the integrated insurance and service solutions our customers and clients rely on.

As a unified resource, we aim to improve the customer journey, continue as the B2B2C market leader, and boost our engagement with digital and technological advancements.

And in 2018, the company changed its name to Allianz Partners."
Exicom,4.0,263,1.7k,21,4,Public,"Gurgaon,Haryana + 14 more",29 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Exicom Tele-Systems is headquartered in Gurgaon, India with growing global presence. The company has over two decades of experience in designing, engineering and manufacturing efficient, reliable and cost effective power and energy solutions for electric vehicles, information technology, telecom and renewables sector. All our deployments are backed by state-of-the-art R&D centre, manufacturing setup and pan India service support. Exicom is also the largest supplier of Li-ion batteries with deployment of ~1Gwh of battery solutions. The company has successfully deployed AC and DC Fast Chargers for various customers including government PSU's, fleet operators and Auto OEM's etc.  

Exicom Mobility division provides Li-ion battery and charging infrastructure solutions for EV applications including 2 wheeler, 3 wheeler, passenger cars and commercial transport.

Research & Development 
Our company is supported by state of the art in-house R&D, manufacturing facilities and service organization. We have a well-resourced team of engineers enthusiastic in designing optimum DC Energy Systems; develop Rectifiers, Control/Monitoring Devices, Software and other Building Blocks that go into the assembly of Power Systems. 

Our Mission   
To provide best-engineered power solutions for the critical infrastructure that are energy efficient, technology forward, interactive and intelligent for needs of today & tomorrow in a way that creates value for our customers, vendors, employees, and shareholders.

Careers with Exicom 
At Exicom, we offer challenging, motivating, fun and fast-paced career with opportunities for personal and professional growth.
 
We are expanding our portfolio & develop complete ESS for Ancillary Application & Storage Applications, EV Batteries, Cells, and Chargers. We are at present recruiting people in various disciplines to strengthen our R&D and manufacturing facilities. Reach us at human.resource@exicom.in"
Aurionpro Soluti...,3.9,263,2.4k,10,13,Public,"Mumbai,Maharashtra + 29 more",26 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Businesses are on overdrive to gain dominance in a Future Perfect Digital World that is being driven by the Digital Consumer. The digital consumer is empowered beyond your ability to market and service them in traditional ways.

How do you embrace the power of digital experience, wrap around the customer, and gain control of their digital future? How do you secure your enterprise and build reliability to your brand when your customer’s digital footprint goes beyond your firewalls into cloud and mobile?

Aurionpro can help Maximize revenue, intensify loyalties and enhance efficiencies for you."
Rashmi Group,3.7,263,1.7k,14,35,Private,"Kolkata,West Bengal + 15 more",57 years old,10k-50k Employees (India),"Food Processing,Public,Bhopal","Rashmi Group of companies is a fast growing Group in the field of manufacturing Ductile Iron Pipe, steel, cement,Dredging,Laptop & Mobile. The company has developed core competence in minerals, steel and cement with 4 deacades of experience. The Group's turnover is around 450 Million USD. The year was 1966, and it took one man Sri Sajjan Kumar Patwari, a visionary in the truest sense, to conceive an Organisation, the Rashmi Group Of Companies, which evolved as one of the fastest growing Business Conglomerates in the Eastern part of India.Rashmi Group awarded 'Ultra Mega Project'​ status by Govt. of West Bengal."
Chambal Fertilis...,4.0,263,1.3k,9,,Public,"Kota,Rajasthan + 41 more",38 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","With nearly 1.2 billion population, India requires a robust, modernized agriculture sector to ensure the food security to its population. In order to meet the food grain requirements, the agricultural productivity and growth need to be sustained and further improved. It is imperative to manage fertilizers for a higher food production.

Chambal Fertilisers and Chemicals Ltd. accounts for nearly 15% of the total Urea produced in the country. Since more than two decades company has contributed to the food security of the country with responsibility. Its three hi-tech nitrogenous fertiliser (urea) plants are located at Gadepan in Kota district of Rajasthan. The three plants have an installed annual production capacity of about 3.4 million MT of Urea contributing to major chunk of Urea consumed in leading agri states in India. These plants were commissioned in 1994, 1999 and 2019 respectively. These plants use state-of-the-art technology from Denmark, Italy, United States and Japan.

The Gadepan III Plant commissioned recently is a state-of-art fertilizer unit. It is among the most efficient plants in the world and uses the latest technologies from KBR, USA and Toyo Engineering Corporation, Japan. The new plant has an installed annual production capacity of about 1.4 million MT of Urea."
Kelly Services,4.2,262,1.8k,9,84,Private,"Troy,Michigan + 30 more",77 years old,51-200 Employees (India),"Food Processing,Public,Bhopal","Kelly Services, Inc. is an American office staffing company that operates globally. The company places employees at all levels in various sectors including financial services, information technology, and law."
FCm Travel Solut...,3.6,262,1.7k,2,,Private,Brisbane + 20 more,37 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","FCM Travel Solutions India a global travel management provider spanning over 90 countries worldwide. We are committed to generating better travel ideas that will lead to greater savings for your business.Winner of the World's Leading Travel Management Company Award at the WTM for nine consecutive years (2019-2011), FCM is constantly transforming the business of travel through its empowered and accountable people who deliver 24/7 service and are available online and offline."
Ryan,4.5,262,965,11,10,Private,"Dallas,Texas + 1 more",32 years old,501-1k Employees (India),"Food Processing,Public,Bhopal","Ryan is focused on your overall tax performance—providing innovative solutions to the underlying causes of the errors we identify—and creating greater opportunities to measure and improve your efficiency, develop a more strategic approach to tax, and deliver outstanding value to your shareholders."
Cosmo Films,3.9,262,1.6k,18,21,Public,"Delhi/NCR,New Delhi + 7 more",42 years old,1k-5k Employees (India),"Food Processing,Public,Bhopal","Established in 1981, Cosmo Films Limited today is a global leader in speciality films for packaging, lamination and labeling applications. Its films offerings include biaxially oriented polypropylene (BOPP) films, cast polypropylene (CPP) films and soon to be offered biaxially oriented polyethylene terephthalate (BOPET) films.

With manufacturing units in India & Korea, Cosmo has a BOPP manufacturing capacity of 200,000 TPA and CPP manufacturing capacity of 9,000 TPA with a sales turnover of around USD 311 Million (INR 21.63 Billion) in FY 2018-2019. Cosmo is the largest BOPP films exporter from India and the world’s largest manufacturer of thermal lamination films.

Cosmo offers a comprehensive range of speciality films for flexible packaging, lamination, labeling and industrial applications, including films such as high barrier films, velvet lamination films, synthetic paper."
MITS GLOBAL CONS...,4.7,262,443,3,,,Mumbai + 7 more,,5k-10k Employees (India),"Food Processing,Public,Bhopal",
Siti Networks,4.0,262,1.2k,9,,Public,Noida + 46 more,29 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","SITI Networks Limited (Formerly known as """"SITI Cable Network Limited"""") is a part of the Essel Group, which is one of India's leading business houses with a diverse portfolio of assets in media, packaging, entertainment, technology-enabled services, infrastructure development and education.
SITI Networks Limited is one of India's largest Multi System Operator (MSO). With 15 digital head ends and a network of more than 33,000 Kms of optical fibre and coaxial cable, it provides its cable services in India's ~580 Locations and adjoining areas, reaching out to over 11.3 million digital customers.
SITI Networks deploys State-of-the-art technology for delivering multiple TV signals to enhance consumer viewing experience. Its product range includes Digital & Analogue Cable Television, Broadband and Local Television Channels. SITI Networks has been providing services in analogue and digital mode, armed with technical capability to provide features like Video on Demand, Pay per View, Over-The-Top content (OTT), Electronic Programming Guide (EPG) and Gaming through a Set Top Box (STB). All products are marketed under SITI brand name."
Sunwoda,4.2,262,1.7k,21,,Private,"Greater Noida,Uttar Pradesh + 2 more",26 years old,201-500 Employees (India),"Food Processing,Public,Bhopal","Sunwoda is a leading manufacturer with HQ in China to provide Electronic manufacturing services (EMS) and Li-ion battery solutions for digital device, smart phone, mobile device, e-book, tablet, notebook PC, power tool, e-bike, medical equipment and other lithium battery driven equipment devices."
